ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,reaction_entry,interaction_name,reaction_name
ec00785,Lipoic acid metabolism,0.0126634861110109,1.85351110096856,ORAL,oral.Control.control_vs_fecal.CU.debut,control,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00626,Naphthalene degradation,0.0126634861110109,2.03226532884613,ORAL,oral.Control.control_vs_fecal.CU.debut,control,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.0164524430652938,1.93857445266882,ORAL,oral.Control.control_vs_fecal.CU.debut,control,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00592,alpha-Linolenic acid metabolism,0.0190511332748537,1.70914364476181,ORAL,oral.Control.control_vs_fecal.CU.debut,control,CU.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec01110,Biosynthesis of secondary metabolites,0.023491221019712,1.04837411606023,ORAL,oral.Control.control_vs_fecal.CU.debut,control,CU.debut,DOWN,1,1.0,Metabolism,Global and overview maps
ec00480,Glutathione metabolism,5.67432145714974e-09,1.78160676413519,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.3378993090063e-06,1.97414790941865,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00550,Peptidoglycan biosynthesis,5.6614244718182e-05,1.29814218641777,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00480,Glutathione metabolism,5.67432145714974e-09,1.78160676413519,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,1.3378993090063e-06,1.97414790941865,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00550,Peptidoglycan biosynthesis,5.6614244718182e-05,1.29814218641777,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00785,Lipoic acid metabolism,0.0034622041364909,2.09035641802459,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec01053,Biosynthesis of siderophore group nonribosomal peptides,0.00424928521270158,2.57793753570748,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00514,Other types of O-glycan biosynthesis,0.00424928521270158,3.31609697543768,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.00424928521270158,3.16871488764045,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00020,Citrate cycle (TCA cycle),0.00424928521270158,1.36220562966361,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00620,Pyruvate metabolism,0.00424928521270158,1.23452281360757,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.00424928521270158,1.9225910554223,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00830,Retinol metabolism,0.0042528220094619,2.12679846695867,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00515,Mannose type O-glycan biosynthesis,0.0053850806856132,2.52694984710567,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00626,Naphthalene degradation,0.0143226312348399,2.02182927532282,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec01110,Biosynthesis of secondary metabolites,0.0150966656842383,1.05226489254866,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.0,Metabolism,Global and overview maps
ec01130,Biosynthesis of antibiotics,0.0192035193532274,1.06126639048222,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,,,,
ec00071,Fatty acid degradation,0.0208325507736985,1.46666231942215,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00260,"Glycine, serine and threonine metabolism",0.025537564014478,1.1676583720165,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0.025537564014478,1.13878679275189,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00982,Drug metabolism - cytochrome P450,0.0336355046132703,1.69836827724649,ORAL,oral.Control.control_vs_fecal.EC.3.meses,control,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,9.96758231508466e-12,1.81588718564207,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,2.72833066294886e-06,1.85858396627404,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00550,Peptidoglycan biosynthesis,4.53415391503675e-05,1.27407952866296,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00280,"Valine, leucine and isoleucine degradation",7.6615442347161e-05,1.60666366946905,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,UP,1,1.5,Metabolism,Amino acid metabolism
ec00515,Mannose type O-glycan biosynthesis,8.24273393671859e-05,3.03008427626498,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000492223236302158,3.45766283524904,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,9.96758231508466e-12,1.81588718564207,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,2.72833066294886e-06,1.85858396627404,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00550,Peptidoglycan biosynthesis,4.53415391503675e-05,1.27407952866296,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00280,"Valine, leucine and isoleucine degradation",7.6615442347161e-05,1.60666366946905,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00515,Mannose type O-glycan biosynthesis,8.24273393671859e-05,3.03008427626498,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000492223236302158,3.45766283524904,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00514,Other types of O-glycan biosynthesis,0.0011150610132116,3.3401394115107,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00620,Pyruvate metabolism,0.00152702336132965,1.23303077101098,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00201838163503369,2.30592193317597,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,,,,
ec00625,Chloroalkane and chloroalkene degradation,0.00201838163503369,1.88273775817364,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.00228943430534652,1.55024883162814,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00903,Limonene and pinene degradation,0.00229033259446855,2.46630495940841,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00020,Citrate cycle (TCA cycle),0.003083617526069,1.32782121443723,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00830,Retinol metabolism,0.003083617526069,2.0286157442791,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00643,Styrene degradation,0.00364559734698172,2.76203835951847,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00260,"Glycine, serine and threonine metabolism",0.00677530279274454,1.17748540812379,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00785,Lipoic acid metabolism,0.00677530279274454,1.81725734997986,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00626,Naphthalene degradation,0.00734317488156403,1.96503226572707,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00592,alpha-Linolenic acid metabolism,0.00784062065342943,1.70267915607693,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec01053,Biosynthesis of siderophore group nonribosomal peptides,0.00866259194134192,2.16385679389771,ORAL,oral.Control.control_vs_fecal.EC.6.meses,control,EC.6.meses,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00480,Glutathione metabolism,3.86206622238205e-11,1.81977809882912,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,4.24390152420351e-06,1.87190498369411,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,UP,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00280,"Valine, leucine and isoleucine degradation",2.79004682583276e-05,1.66576651769314,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,UP,1,1.5,Metabolism,Amino acid metabolism
ec00550,Peptidoglycan biosynthesis,0.000131899471127073,1.2650519652931,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00515,Mannose type O-glycan biosynthesis,0.000461910023884249,2.88569105081253,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00480,Glutathione metabolism,3.86206622238205e-11,1.81977809882912,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,4.24390152420351e-06,1.87190498369411,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00280,"Valine, leucine and isoleucine degradation",2.79004682583276e-05,1.66576651769314,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00550,Peptidoglycan biosynthesis,0.000131899471127073,1.2650519652931,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00515,Mannose type O-glycan biosynthesis,0.000461910023884249,2.88569105081253,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00112734995427186,2.4400415154424,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,,,,
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.00112734995427186,3.37732730391392,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00620,Pyruvate metabolism,0.00112734995427186,1.2452477769045,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00514,Other types of O-glycan biosynthesis,0.00213517761362386,3.23987793689417,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00071,Fatty acid degradation,0.00380280286124442,1.54392105321779,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00903,Limonene and pinene degradation,0.00380280286124442,2.45623803921013,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00260,"Glycine, serine and threonine metabolism",0.00459652508105636,1.19555658043015,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00020,Citrate cycle (TCA cycle),0.00459652508105636,1.32699300847157,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.00459652508105636,1.82147989424571,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00643,Styrene degradation,0.0066586598688585,2.67912983243172,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec01130,Biosynthesis of antibiotics,0.0066586598688585,1.06377230329371,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,,,,
ec00830,Retinol metabolism,0.0066586598688585,1.97487783025475,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00785,Lipoic acid metabolism,0.0108175133057718,1.79033711791249,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00592,alpha-Linolenic acid metabolism,0.0111862549231476,1.69572919024967,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec01053,Biosynthesis of siderophore group nonribosomal peptides,0.0125110478355934,2.14660633723343,ORAL,oral.Control.control_vs_fecal.EC.debut,control,EC.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00480,Glutathione metabolism,0.000910972344114747,1.71321638083626,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00480,Glutathione metabolism,0.000910972344114747,1.71321638083626,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00643,Styrene degradation,0.00155270600726148,4.67955866536925,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.00191518955190243,4.80665778961385,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00195,Photosynthesis,0.0384262184044588,1.98526731258089,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.2,Metabolism,Energy metabolism
ec00906,Carotenoid biosynthesis,0.0410697308157789,7.20998668442077,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00941,Flavonoid biosynthesis,0.0410697308157789,13.518725033289,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00520,Amino sugar and nucleotide sugar metabolism,0.0410697308157789,1.19809867752986,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.0410697308157789,2.06578270171606,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00930,Caprolactam degradation,0.041491285567824,2.18484444982448,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00405,Phenazine biosynthesis,0.041491285567824,2.14321250527752,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00903,Limonene and pinene degradation,0.041491285567824,2.62181333978937,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.9,Metabolism,Metabolism of terpenoids and polyketides
ec00830,Retinol metabolism,0.041491285567824,2.19965695456905,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00280,"Valine, leucine and isoleucine degradation",0.0420652505193353,1.50309891895552,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00626,Naphthalene degradation,0.0420652505193353,2.21949216964445,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00622,Xylene degradation,0.0524610757491088,2.57499524443599,ORAL,oral.CU.3.meses_vs_fecal.CU.debut,CU.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,6.31030803237564e-05,2.24722103989136,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00480,Glutathione metabolism,6.31030803237564e-05,2.24722103989136,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00230,Purine metabolism,0.0155774525625385,1.26175036544636,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00020,Citrate cycle (TCA cycle),0.0245458521607297,1.71434451316039,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00540,Lipopolysaccharide biosynthesis,0.0245458521607297,1.87331372562419,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.025764353720287,2.08158950241552,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00620,Pyruvate metabolism,0.0310380385889449,1.41483381156762,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00626,Naphthalene degradation,0.0383478554786542,3.05902086539186,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec01110,Biosynthesis of secondary metabolites,0.0388994471577183,1.09937895448862,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.0,Metabolism,Global and overview maps
ec00970,Aminoacyl-tRNA biosynthesis,0.0388994471577183,1.2958004298036,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00830,Retinol metabolism,0.0479028976225401,2.77904268449159,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00405,Phenazine biosynthesis,0.080661549151692,2.49944387782018,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00982,Drug metabolism - cytochrome P450,0.0810115150067083,2.3248992326835,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.0828861231666224,1.78463693480276,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00980,Metabolism of xenobiotics by cytochrome P450,0.0828861231666224,2.27964571963856,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00404,Staurosporine biosynthesis,0.0859836277710742,6.16404204454901,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00240,Pyrimidine metabolism,0.0937598903060525,1.18385211830328,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec01130,Biosynthesis of antibiotics,0.0937598903060525,1.09627799533552,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,,,,
ec00785,Lipoic acid metabolism,0.114018939352862,2.14611935058905,ORAL,oral.CU.6.meses_vs_fecal.CU.3.meses,CU.6.meses,CU.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00480,Glutathione metabolism,0.000380469942925066,2.09750712135216,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00480,Glutathione metabolism,0.000380469942925066,2.09750712135216,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00626,Naphthalene degradation,0.0124229968812876,3.67100148651092,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.0134775666890125,2.14742712463189,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00540,Lipopolysaccharide biosynthesis,0.0134775666890125,1.87802945979218,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00830,Retinol metabolism,0.0134775666890125,3.3350115199489,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00230,Purine metabolism,0.0150792621141491,1.23042268115533,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00405,Phenazine biosynthesis,0.0169767469538557,2.99947682434429,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00982,Drug metabolism - cytochrome P450,0.0206818443119552,2.7125128160599,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00980,Metabolism of xenobiotics by cytochrome P450,0.0214419793082861,2.6597145130709,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00071,Fatty acid degradation,0.0234705410193995,1.97806767929244,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00020,Citrate cycle (TCA cycle),0.0234705410193995,1.60013178987447,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00240,Pyrimidine metabolism,0.0327859893869085,1.21978505433714,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.4,Metabolism,Nucleotide metabolism
ec00592,alpha-Linolenic acid metabolism,0.0462930640535184,2.28690934073669,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0.0544468976738486,1.25345266340197,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec01110,Biosynthesis of secondary metabolites,0.0635691220910648,1.08378445512663,ORAL,oral.CU.6.meses_vs_fecal.CU.6.meses,CU.6.meses,CU.6.meses,DOWN,1,1.0,Metabolism,Global and overview maps
